Day of Date,MeasureNames,MeasureValues
"January 1, 2019",Exits,109532
"January 2, 2019",Exits,459064
"January 3, 2019",Exits,495574
"January 4, 2019",Exits,470347
"January 5, 2019",Exits,158410
"January 6, 2019",Exits,116289
"January 7, 2019",Exits,510181
"January 8, 2019",Exits,551641
"January 9, 2019",Exits,546062
"January 10, 2019",Exits,537655
"January 11, 2019",Exits,509868
"January 12, 2019",Exits,169503
"January 13, 2019",Exits,102718
"January 14, 2019",Exits,239851
"January 15, 2019",Exits,560535
"January 16, 2019",Exits,576764
"January 17, 2019",Exits,582460
"January 18, 2019",Exits,580091
"January 19, 2019",Exits,226821
"January 20, 2019",Exits,128397
"January 21, 2019",Exits,144627
"January 22, 2019",Exits,530082
"January 23, 2019",Exits,548073
"January 24, 2019",Exits,549128
"January 25, 2019",Exits,517524
"January 26, 2019",Exits,173204
"January 27, 2019",Exits,118913
"January 28, 2019",Exits,584125
"January 29, 2019",Exits,600370
"January 30, 2019",Exits,513638
"January 31, 2019",Exits,566030
"February 1, 2019",Exits,540692
"February 2, 2019",Exits,181598
"February 3, 2019",Exits,133692
"February 4, 2019",Exits,591339
"February 5, 2019",Exits,648345
"February 6, 2019",Exits,631828
"February 7, 2019",Exits,640456
"February 8, 2019",Exits,583211
"February 9, 2019",Exits,199906
"February 10, 2019",Exits,134401
"February 11, 2019",Exits,545250
"February 12, 2019",Exits,613434
"February 13, 2019",Exits,640056
"February 14, 2019",Exits,630781
"February 15, 2019",Exits,560788
"February 16, 2019",Exits,207346
"February 17, 2019",Exits,144251
"February 18, 2019",Exits,222316
"February 19, 2019",Exits,610269
"February 20, 2019",Exits,158127
"February 21, 2019",Exits,588297
"February 22, 2019",Exits,574109
"February 23, 2019",Exits,185190
"February 24, 2019",Exits,135087
"February 25, 2019",Exits,584136
"February 26, 2019",Exits,641031
"February 27, 2019",Exits,635384
"February 28, 2019",Exits,632630
"March 1, 2019",Exits,524806
"March 2, 2019",Exits,193485
"March 3, 2019",Exits,123369
"March 4, 2019",Exits,598569
"March 5, 2019",Exits,643744
"March 6, 2019",Exits,635898
"March 7, 2019",Exits,642240
"March 8, 2019",Exits,584991
"March 9, 2019",Exits,246714
"March 10, 2019",Exits,156690
"March 11, 2019",Exits,606009
"March 12, 2019",Exits,655418
"March 13, 2019",Exits,650052
"March 14, 2019",Exits,660175
"March 15, 2019",Exits,587359
"March 16, 2019",Exits,235183
"March 17, 2019",Exits,153842
"March 18, 2019",Exits,612193
"March 19, 2019",Exits,659892
"March 20, 2019",Exits,672924
"March 21, 2019",Exits,633435
"March 22, 2019",Exits,604644
"March 23, 2019",Exits,257174
"March 24, 2019",Exits,194980
"March 25, 2019",Exits,630926
"March 26, 2019",Exits,687516
"March 27, 2019",Exits,671243
"March 28, 2019",Exits,713625
"March 29, 2019",Exits,635681
"March 30, 2019",Exits,446180
"March 31, 2019",Exits,211551
"April 1, 2019",Exits,658969
"April 2, 2019",Exits,709706
"April 3, 2019",Exits,751681
"April 4, 2019",Exits,736580
"April 5, 2019",Exits,646120
"April 6, 2019",Exits,487707
"April 7, 2019",Exits,265854
"April 8, 2019",Exits,643144
"April 9, 2019",Exits,699024
"April 10, 2019",Exits,682674
"April 11, 2019",Exits,692295
"April 12, 2019",Exits,625251
"April 13, 2019",Exits,385576
"April 14, 2019",Exits,201242
"April 15, 2019",Exits,622162
"April 16, 2019",Exits,662496
"April 17, 2019",Exits,675108
"April 18, 2019",Exits,673549
"April 19, 2019",Exits,523604
"April 20, 2019",Exits,275087
"April 21, 2019",Exits,156021
"April 22, 2019",Exits,597998
"April 23, 2019",Exits,668152
"April 24, 2019",Exits,681170
"April 25, 2019",Exits,685475
"April 26, 2019",Exits,612211
"April 27, 2019",Exits,286501
"April 28, 2019",Exits,182832
"April 29, 2019",Exits,619223
"April 30, 2019",Exits,667770
"May 1, 2019",Exits,666905
"May 2, 2019",Exits,670603
"May 3, 2019",Exits,603642
"May 4, 2019",Exits,241583
"May 5, 2019",Exits,131113
"May 6, 2019",Exits,610253
"May 7, 2019",Exits,664322
"May 8, 2019",Exits,662957
"May 9, 2019",Exits,656299
"May 10, 2019",Exits,580866
"May 11, 2019",Exits,228506
"May 12, 2019",Exits,133926
"May 13, 2019",Exits,605860
"May 14, 2019",Exits,682467
"May 15, 2019",Exits,694700
"May 16, 2019",Exits,687852
"May 17, 2019",Exits,636745
"May 18, 2019",Exits,271785
"May 19, 2019",Exits,188827
"May 20, 2019",Exits,621300
"May 21, 2019",Exits,673272
"May 22, 2019",Exits,673795
"May 23, 2019",Exits,646027
"May 24, 2019",Exits,574871
"May 25, 2019",Exits,253128
"May 26, 2019",Exits,222565
"May 27, 2019",Exits,209608
"May 28, 2019",Exits,598625
"May 29, 2019",Exits,643137
"May 30, 2019",Exits,635063
"May 31, 2019",Exits,590427
"June 1, 2019",Exits,236251
"June 2, 2019",Exits,166059
"June 3, 2019",Exits,624331
"June 4, 2019",Exits,683178
"June 5, 2019",Exits,688193
"June 6, 2019",Exits,673110
"June 7, 2019",Exits,605024
"June 8, 2019",Exits,323652
"June 9, 2019",Exits,187506
"June 10, 2019",Exits,623004
"June 11, 2019",Exits,693681
"June 12, 2019",Exits,692291
"June 13, 2019",Exits,668808
"June 14, 2019",Exits,630005
"June 15, 2019",Exits,273032
"June 16, 2019",Exits,177274
"June 17, 2019",Exits,621262
"June 18, 2019",Exits,666554
"June 19, 2019",Exits,684211
"June 20, 2019",Exits,688365
"June 21, 2019",Exits,650430
"June 22, 2019",Exits,311677
"June 23, 2019",Exits,210318
"June 24, 2019",Exits,632679
"June 25, 2019",Exits,682572
"June 26, 2019",Exits,687510
"June 27, 2019",Exits,666044
"June 28, 2019",Exits,602513
"June 29, 2019",Exits,247330
"June 30, 2019",Exits,175867
"July 1, 2019",Exits,624461
"July 2, 2019",Exits,658805
"July 3, 2019",Exits,632583
"July 4, 2019",Exits,398459
"July 5, 2019",Exits,433929
"July 6, 2019",Exits,244723
"July 7, 2019",Exits,172709
"July 8, 2019",Exits,569993
"July 9, 2019",Exits,674512
"July 10, 2019",Exits,680670
"July 11, 2019",Exits,658624
"July 12, 2019",Exits,639919
"July 13, 2019",Exits,252096
"July 14, 2019",Exits,177158
"July 15, 2019",Exits,634096
"July 16, 2019",Exits,681298
"July 17, 2019",Exits,675606
"July 18, 2019",Exits,686574
"July 19, 2019",Exits,631543
"July 20, 2019",Exits,281108
"July 21, 2019",Exits,174956
"July 22, 2019",Exits,623543
"July 23, 2019",Exits,692199
"July 24, 2019",Exits,695210
"July 25, 2019",Exits,690194
"July 26, 2019",Exits,636023
"July 27, 2019",Exits,278873
"July 28, 2019",Exits,199287
"July 29, 2019",Exits,620931
"July 30, 2019",Exits,675400
"July 31, 2019",Exits,654284
"August 1, 2019",Exits,649958
"August 2, 2019",Exits,581991
"August 3, 2019",Exits,259478
"August 4, 2019",Exits,184304
"August 5, 2019",Exits,593318
"August 6, 2019",Exits,632396
"August 7, 2019",Exits,619759
"August 8, 2019",Exits,625653
"August 9, 2019",Exits,557757
"August 10, 2019",Exits,219180
"August 11, 2019",Exits,170133
"August 12, 2019",Exits,581483
"August 13, 2019",Exits,623075
"August 14, 2019",Exits,627138
"August 15, 2019",Exits,617754
"August 16, 2019",Exits,564119
"August 17, 2019",Exits,241745
"August 18, 2019",Exits,167025
"August 19, 2019",Exits,558270
"August 20, 2019",Exits,594659
"August 21, 2019",Exits,610783
"August 22, 2019",Exits,599976
"August 23, 2019",Exits,521318
"August 24, 2019",Exits,232576
"August 25, 2019",Exits,159143
"August 26, 2019",Exits,569530
"August 27, 2019",Exits,632111
"August 28, 2019",Exits,626042
"August 29, 2019",Exits,613690
"August 30, 2019",Exits,535632
"August 31, 2019",Exits,265407
"September 1, 2019",Exits,187441
"September 2, 2019",Exits,166883
"September 3, 2019",Exits,613165
"September 4, 2019",Exits,646474
"September 5, 2019",Exits,639875
"September 6, 2019",Exits,580257
"September 7, 2019",Exits,231093
"September 8, 2019",Exits,153294
"September 9, 2019",Exits,622295
"September 10, 2019",Exits,680344
"September 11, 2019",Exits,678098
"September 12, 2019",Exits,684790
"September 13, 2019",Exits,635590
"September 14, 2019",Exits,278325
"September 15, 2019",Exits,192573
"September 16, 2019",Exits,642767
"September 17, 2019",Exits,682232
"September 18, 2019",Exits,690845
"September 19, 2019",Exits,686794
"September 20, 2019",Exits,638618
"September 21, 2019",Exits,287360
"September 22, 2019",Exits,181824
"September 23, 2019",Exits,659434
"September 24, 2019",Exits,706295
"September 25, 2019",Exits,702659
"September 26, 2019",Exits,696151
"September 27, 2019",Exits,643260
"September 28, 2019",Exits,261260
"September 29, 2019",Exits,188858
"September 30, 2019",Exits,606396
"October 1, 2019",Exits,696545
"October 2, 2019",Exits,684895
"October 3, 2019",Exits,684771
"October 4, 2019",Exits,638758
"October 5, 2019",Exits,265711
"October 6, 2019",Exits,208524
"October 7, 2019",Exits,640528
"October 8, 2019",Exits,690098
"October 9, 2019",Exits,666115
"October 10, 2019",Exits,692302
"October 11, 2019",Exits,625453
"October 12, 2019",Exits,300753
"October 13, 2019",Exits,225989
"October 14, 2019",Exits,399159
"October 15, 2019",Exits,726907
"October 16, 2019",Exits,692454
"October 17, 2019",Exits,703708
"October 18, 2019",Exits,651910
"October 19, 2019",Exits,263694
"October 20, 2019",Exits,140670
"October 21, 2019",Exits,643398
"October 22, 2019",Exits,680065
"October 23, 2019",Exits,703903
"October 24, 2019",Exits,701933
"October 25, 2019",Exits,705068
"October 26, 2019",Exits,333884
"October 27, 2019",Exits,278110
"October 28, 2019",Exits,652834
"October 29, 2019",Exits,693204
"October 30, 2019",Exits,709928
"October 31, 2019",Exits,642608
"November 1, 2019",Exits,625520
"November 2, 2019",Exits,499553
"November 3, 2019",Exits,183380
"November 4, 2019",Exits,641846
"November 5, 2019",Exits,681886
"November 6, 2019",Exits,695092
"November 7, 2019",Exits,693477
"November 8, 2019",Exits,625001
"November 9, 2019",Exits,277992
"November 10, 2019",Exits,185294
"November 11, 2019",Exits,359086
"November 12, 2019",Exits,654565
"November 13, 2019",Exits,669976
"November 14, 2019",Exits,683971
"November 15, 2019",Exits,628888
"November 16, 2019",Exits,241342
"November 17, 2019",Exits,162043
"November 18, 2019",Exits,640549
"November 19, 2019",Exits,675155
"November 20, 2019",Exits,685174
"November 21, 2019",Exits,694576
"November 22, 2019",Exits,617459
"November 23, 2019",Exits,235150
"November 24, 2019",Exits,172022
"November 25, 2019",Exits,625250
"November 26, 2019",Exits,617057
"November 27, 2019",Exits,465466
"November 28, 2019",Exits,88812
"November 29, 2019",Exits,285323
"November 30, 2019",Exits,191158
"December 1, 2019",Exits,118915
"December 2, 2019",Exits,596928
"December 3, 2019",Exits,667653
"December 4, 2019",Exits,669451
"December 5, 2019",Exits,700855
"December 6, 2019",Exits,622674
"December 7, 2019",Exits,254829
"December 8, 2019",Exits,166972
"December 9, 2019",Exits,616306
"December 10, 2019",Exits,668805
"December 11, 2019",Exits,674088
"December 12, 2019",Exits,674211
"December 13, 2019",Exits,595812
"December 14, 2019",Exits,254834
"December 15, 2019",Exits,182545
"December 16, 2019",Exits,593366
"December 17, 2019",Exits,652066
"December 18, 2019",Exits,657946
"December 19, 2019",Exits,626117
"December 20, 2019",Exits,539560
"December 21, 2019",Exits,203541
"December 22, 2019",Exits,145524
"December 23, 2019",Exits,422295
"December 24, 2019",Exits,197478
"December 25, 2019",Exits,58375
"December 26, 2019",Exits,308345
"December 27, 2019",Exits,370498
"December 28, 2019",Exits,235152
"December 29, 2019",Exits,135857
"December 30, 2019",Exits,431515
"December 31, 2019",Exits,402000
"January 1, 2020",Exits,128594
"January 2, 2020",Exits,495014
"January 3, 2020",Exits,484367
"January 4, 2020",Exits,186433
"January 5, 2020",Exits,143662
"January 6, 2020",Exits,609398
"January 7, 2020",Exits,643848
"January 8, 2020",Exits,626154
"January 9, 2020",Exits,646388
"January 10, 2020",Exits,598383
"January 11, 2020",Exits,236295
"January 12, 2020",Exits,168162
"January 13, 2020",Exits,636102
"January 14, 2020",Exits,665301
"January 15, 2020",Exits,676617
"January 16, 2020",Exits,679468
"January 17, 2020",Exits,577388
"January 18, 2020",Exits,196759
"January 19, 2020",Exits,160481
"January 20, 2020",Exits,201433
"January 21, 2020",Exits,637025
"January 22, 2020",Exits,654017
"January 23, 2020",Exits,669488
"January 24, 2020",Exits,659031
"January 25, 2020",Exits,245994
"January 26, 2020",Exits,174635
"January 27, 2020",Exits,608900
"January 28, 2020",Exits,653328
"January 29, 2020",Exits,668854
"January 30, 2020",Exits,657934
"January 31, 2020",Exits,594021
"February 1, 2020",Exits,221871
"February 2, 2020",Exits,153134
"February 3, 2020",Exits,614703
"February 4, 2020",Exits,669062
"February 5, 2020",Exits,654342
"February 6, 2020",Exits,644768
"February 7, 2020",Exits,587465
"February 8, 2020",Exits,234674
"February 9, 2020",Exits,152714
"February 10, 2020",Exits,619977
"February 11, 2020",Exits,663174
"February 12, 2020",Exits,663933
"February 13, 2020",Exits,653690
"February 14, 2020",Exits,575955
"February 15, 2020",Exits,225092
"February 16, 2020",Exits,175807
"February 17, 2020",Exits,246180
"February 18, 2020",Exits,630075
"February 19, 2020",Exits,646518
"February 20, 2020",Exits,652790
"February 21, 2020",Exits,587045
"February 22, 2020",Exits,229885
"February 23, 2020",Exits,169330
"February 24, 2020",Exits,620184
"February 25, 2020",Exits,659586
"February 26, 2020",Exits,661545
"February 27, 2020",Exits,659693
"February 28, 2020",Exits,592868
"February 29, 2020",Exits,210203
"March 1, 2020",Exits,154840
"March 2, 2020",Exits,616562
"March 3, 2020",Exits,651606
"March 4, 2020",Exits,671441
"March 5, 2020",Exits,653661
"March 6, 2020",Exits,577113
"March 7, 2020",Exits,222751
"March 8, 2020",Exits,169605
"March 9, 2020",Exits,584475
"March 10, 2020",Exits,605782
"March 11, 2020",Exits,579463
"March 12, 2020",Exits,500532
"March 13, 2020",Exits,361692
"March 14, 2020",Exits,102568
"March 15, 2020",Exits,62190
"March 16, 2020",Exits,192790
"March 17, 2020",Exits,138794
"March 18, 2020",Exits,108459
"March 19, 2020",Exits,93529
"March 20, 2020",Exits,83448
"March 21, 2020",Exits,29836
"March 22, 2020",Exits,22080
"March 23, 2020",Exits,59565
"March 24, 2020",Exits,58845
"March 25, 2020",Exits,51848
"March 26, 2020",Exits,48936
"March 27, 2020",Exits,48133
"March 28, 2020",Exits,18690
"March 29, 2020",Exits,15805
"March 30, 2020",Exits,45013
"March 31, 2020",Exits,40220
"April 1, 2020",Exits,40766
"April 2, 2020",Exits,39315
"April 3, 2020",Exits,40117
"April 4, 2020",Exits,17053
"April 5, 2020",Exits,13485
"April 6, 2020",Exits,36316
"April 7, 2020",Exits,34969
"April 8, 2020",Exits,35120
"April 9, 2020",Exits,34034
"April 10, 2020",Exits,33181
"April 11, 2020",Exits,15643
"April 12, 2020",Exits,10908
"April 13, 2020",Exits,28861
"April 14, 2020",Exits,34202
"April 15, 2020",Exits,33983
"April 16, 2020",Exits,32655
"April 17, 2020",Exits,33234
"April 18, 2020",Exits,14842
"April 19, 2020",Exits,12430
"April 20, 2020",Exits,33381
"April 21, 2020",Exits,32543
"April 22, 2020",Exits,34418
"April 23, 2020",Exits,32841
"April 24, 2020",Exits,31765
"April 25, 2020",Exits,15934
"April 26, 2020",Exits,11056
"April 27, 2020",Exits,33826
"April 28, 2020",Exits,33832
"April 29, 2020",Exits,35608
"April 30, 2020",Exits,30587
"May 1, 2020",Exits,36194
"May 2, 2020",Exits,18535
"May 3, 2020",Exits,12651
"May 4, 2020",Exits,36853
"May 5, 2020",Exits,36537
"May 6, 2020",Exits,33827
"May 7, 2020",Exits,37203
"May 8, 2020",Exits,35323
"May 9, 2020",Exits,16885
"May 10, 2020",Exits,13681
"May 11, 2020",Exits,35859
"May 12, 2020",Exits,36558
"May 13, 2020",Exits,37760
"May 14, 2020",Exits,37106
"May 15, 2020",Exits,38156
"May 16, 2020",Exits,18459
"May 17, 2020",Exits,13985
"May 18, 2020",Exits,36803
"May 19, 2020",Exits,38293
"May 20, 2020",Exits,37906
"May 21, 2020",Exits,37930
"May 22, 2020",Exits,34490
"May 23, 2020",Exits,19185
"May 24, 2020",Exits,14014
"May 25, 2020",Exits,17263
"May 26, 2020",Exits,38403
"May 27, 2020",Exits,38428
"May 28, 2020",Exits,37371
"May 29, 2020",Exits,40288
"May 30, 2020",Exits,23070
"May 31, 2020",Exits,19374
"June 1, 2020",Exits,41677
"June 2, 2020",Exits,43892
"June 3, 2020",Exits,47287
"June 4, 2020",Exits,46050
"June 5, 2020",Exits,45786
"June 6, 2020",Exits,61054
"June 7, 2020",Exits,26414
"June 8, 2020",Exits,48011
"June 9, 2020",Exits,48154
"June 10, 2020",Exits,48120
"June 11, 2020",Exits,45826
"June 12, 2020",Exits,50736
"June 13, 2020",Exits,29787
"June 14, 2020",Exits,22212
"June 15, 2020",Exits,48572
"June 16, 2020",Exits,48653
"June 17, 2020",Exits,45507
"June 18, 2020",Exits,47017
"June 19, 2020",Exits,51877
"June 20, 2020",Exits,23596
"June 21, 2020",Exits,21237
"June 22, 2020",Exits,52199
"June 23, 2020",Exits,52558
"June 24, 2020",Exits,54833
"June 25, 2020",Exits,53466
"June 26, 2020",Exits,55351
"June 27, 2020",Exits,29319
"June 28, 2020",Exits,23131
"June 29, 2020",Exits,56978
"June 30, 2020",Exits,58800
"July 1, 2020",Exits,60353
"July 2, 2020",Exits,60974
"July 3, 2020",Exits,39414
"July 4, 2020",Exits,35734
"July 5, 2020",Exits,24154
"July 6, 2020",Exits,54824
"July 7, 2020",Exits,55267
"July 8, 2020",Exits,57436
"July 9, 2020",Exits,56777
"July 10, 2020",Exits,56865
"July 11, 2020",Exits,30150
"July 12, 2020",Exits,23344
"July 13, 2020",Exits,56896
"July 14, 2020",Exits,58691
"July 15, 2020",Exits,59171
"July 16, 2020",Exits,58750
"July 17, 2020",Exits,58737
"July 18, 2020",Exits,30498
"July 19, 2020",Exits,22910
"July 20, 2020",Exits,56973
"July 21, 2020",Exits,59377
"July 22, 2020",Exits,57666
"July 23, 2020",Exits,61078
"July 24, 2020",Exits,57697
"July 25, 2020",Exits,33236
"July 26, 2020",Exits,25288
"July 27, 2020",Exits,61624
"July 28, 2020",Exits,62999
"July 29, 2020",Exits,63861
"July 30, 2020",Exits,62731
"July 31, 2020",Exits,59260
"August 1, 2020",Exits,34352
"August 2, 2020",Exits,26227
"August 3, 2020",Exits,62438
"August 4, 2020",Exits,52870
"August 5, 2020",Exits,68416
"August 6, 2020",Exits,63195
"August 7, 2020",Exits,63643
"August 8, 2020",Exits,35523
"August 9, 2020",Exits,26924
"August 10, 2020",Exits,62854
"August 11, 2020",Exits,64888
"August 12, 2020",Exits,63339
"August 13, 2020",Exits,60020
"August 14, 2020",Exits,63281
"August 15, 2020",Exits,33845
"August 16, 2020",Exits,27074
"August 17, 2020",Exits,66770
"August 18, 2020",Exits,70858
"August 19, 2020",Exits,69115
"August 20, 2020",Exits,71150
"August 21, 2020",Exits,71207
"August 22, 2020",Exits,41507
"August 23, 2020",Exits,32151
"August 24, 2020",Exits,68186
"August 25, 2020",Exits,71414
"August 26, 2020",Exits,74212
"August 27, 2020",Exits,76970
"August 28, 2020",Exits,106227
"August 29, 2020",Exits,42081
"August 30, 2020",Exits,37075
"August 31, 2020",Exits,113
"September 1, 2020",Exits,74484
"September 2, 2020",Exits,76051
"September 3, 2020",Exits,75703
"September 4, 2020",Exits,77297
"September 5, 2020",Exits,50502
"September 6, 2020",Exits,39363
"September 7, 2020",Exits,40266
"September 8, 2020",Exits,77351
"September 9, 2020",Exits,76265
"September 10, 2020",Exits,71651
"September 11, 2020",Exits,80410
"September 12, 2020",Exits,48081
"September 13, 2020",Exits,36588
"September 14, 2020",Exits,75729
"September 15, 2020",Exits,79364
"September 16, 2020",Exits,82117
"September 17, 2020",Exits,79289
"September 18, 2020",Exits,83233
"September 19, 2020",Exits,58378
"September 20, 2020",Exits,39996
"September 21, 2020",Exits,77971
"September 22, 2020",Exits,81694
"September 23, 2020",Exits,88534
"September 24, 2020",Exits,89097
"September 25, 2020",Exits,91207
"September 26, 2020",Exits,78032
"September 27, 2020",Exits,43056
"September 28, 2020",Exits,80631
"September 29, 2020",Exits,80607
"September 30, 2020",Exits,82654
"October 1, 2020",Exits,84275
"October 2, 2020",Exits,86458
"October 3, 2020",Exits,59014
"October 4, 2020",Exits,39401
"October 5, 2020",Exits,78818
"October 6, 2020",Exits,82372
"October 7, 2020",Exits,84745
"October 8, 2020",Exits,84169
"October 9, 2020",Exits,85317
"October 10, 2020",Exits,55184
"October 11, 2020",Exits,33441
"October 12, 2020",Exits,54567
"October 13, 2020",Exits,82822
"October 14, 2020",Exits,85955
"October 15, 2020",Exits,87667
"October 16, 2020",Exits,83299
"October 17, 2020",Exits,62852
"October 18, 2020",Exits,39894
"October 19, 2020",Exits,79775
"October 20, 2020",Exits,83163
"October 21, 2020",Exits,85588
"October 22, 2020",Exits,85480
"October 23, 2020",Exits,89034
"October 24, 2020",Exits,56970
"October 25, 2020",Exits,36501
"October 26, 2020",Exits,79983
"October 27, 2020",Exits,83817
"October 28, 2020",Exits,86323
"October 29, 2020",Exits,73615
"October 30, 2020",Exits,87953
"October 31, 2020",Exits,53501
"November 1, 2020",Exits,31915
"November 2, 2020",Exits,79097
"November 3, 2020",Exits,81198
"November 4, 2020",Exits,77677
"November 5, 2020",Exits,82900
"November 6, 2020",Exits,86226
"November 7, 2020",Exits,74751
"November 8, 2020",Exits,42961
"November 9, 2020",Exits,81642
"November 10, 2020",Exits,85546
"November 11, 2020",Exits,56721
"November 12, 2020",Exits,78423
"November 13, 2020",Exits,89659
"November 14, 2020",Exits,77414
"November 15, 2020",Exits,35739
"November 16, 2020",Exits,80254
"November 17, 2020",Exits,81352
"November 18, 2020",Exits,81040
"November 19, 2020",Exits,80481
"November 20, 2020",Exits,83049
"November 21, 2020",Exits,49732
"November 22, 2020",Exits,34956
"November 23, 2020",Exits,75543
"November 24, 2020",Exits,75941
"November 25, 2020",Exits,72159
"November 26, 2020",Exits,19860
"November 27, 2020",Exits,51368
"November 28, 2020",Exits,42370
"November 29, 2020",Exits,31966
"November 30, 2020",Exits,63950
"December 1, 2020",Exits,76010
"December 2, 2020",Exits,76130
"December 3, 2020",Exits,77969
"December 4, 2020",Exits,75510
"December 5, 2020",Exits,44495
"December 6, 2020",Exits,32390
"December 7, 2020",Exits,71788
"December 8, 2020",Exits,74768
"December 9, 2020",Exits,74777
"December 10, 2020",Exits,76181
"December 11, 2020",Exits,79062
"December 12, 2020",Exits,61293
"December 13, 2020",Exits,35223
"December 14, 2020",Exits,65170
"December 15, 2020",Exits,75943
"December 16, 2020",Exits,61676
"December 17, 2020",Exits,69864
"December 18, 2020",Exits,74853
"December 19, 2020",Exits,43318
"December 20, 2020",Exits,30982
"December 21, 2020",Exits,70909
"December 22, 2020",Exits,72337
"December 23, 2020",Exits,71367
"December 24, 2020",Exits,40481
"December 25, 2020",Exits,13073
"December 26, 2020",Exits,30788
"December 27, 2020",Exits,27551
"December 28, 2020",Exits,62483
"December 29, 2020",Exits,63788
"December 30, 2020",Exits,66251
"December 31, 2020",Exits,56670
"January 1, 2021",Exits,21005
"January 2, 2021",Exits,40931
"January 3, 2021",Exits,24965
"January 4, 2021",Exits,71802
"January 5, 2021",Exits,82698
"January 6, 2021",Exits,125679
"January 7, 2021",Exits,65456
"January 8, 2021",Exits,71265
"January 9, 2021",Exits,38801
"January 10, 2021",Exits,29113
"January 11, 2021",Exits,69714
"January 12, 2021",Exits,75684
"January 13, 2021",Exits,82329
"January 14, 2021",Exits,83763
"January 15, 2021",Exits,71907
"January 16, 2021",Exits,36491
"January 17, 2021",Exits,27206
"January 18, 2021",Exits,38930
"January 19, 2021",Exits,52645
"January 20, 2021",Exits,35940
"January 21, 2021",Exits,64649
"January 22, 2021",Exits,77600
"January 23, 2021",Exits,43034
"January 24, 2021",Exits,30214
"January 25, 2021",Exits,71703
"January 26, 2021",Exits,71666
"January 27, 2021",Exits,77319
"January 28, 2021",Exits,75561
"January 29, 2021",Exits,76386
"January 30, 2021",Exits,44984
"January 31, 2021",Exits,25850
"February 1, 2021",Exits,52587
"February 2, 2021",Exits,63721
"February 3, 2021",Exits,78181
"February 4, 2021",Exits,80490
"February 5, 2021",Exits,82398
"February 6, 2021",Exits,49632
"February 7, 2021",Exits,27218
"February 8, 2021",Exits,73997
"February 9, 2021",Exits,79664
"February 10, 2021",Exits,81059
"February 11, 2021",Exits,72361
"February 12, 2021",Exits,79875
"February 13, 2021",Exits,41201
"February 14, 2021",Exits,35181
"February 15, 2021",Exits,48889
"February 16, 2021",Exits,77872
"February 17, 2021",Exits,80826
"February 18, 2021",Exits,41714
"February 19, 2021",Exits,71382
"February 20, 2021",Exits,44590
"February 21, 2021",Exits,32324
"February 22, 2021",Exits,70252
"February 23, 2021",Exits,81285
"February 24, 2021",Exits,86645
"February 25, 2021",Exits,83949
"February 26, 2021",Exits,85761
"February 27, 2021",Exits,47651
"February 28, 2021",Exits,27314
"March 1, 2021",Exits,75963
"March 2, 2021",Exits,82801
"March 3, 2021",Exits,87157
"March 4, 2021",Exits,83418
"March 5, 2021",Exits,85241
"March 6, 2021",Exits,53726
"March 7, 2021",Exits,36447
"March 8, 2021",Exits,79796
"March 9, 2021",Exits,86562
"March 10, 2021",Exits,90127
"March 11, 2021",Exits,90705
"March 12, 2021",Exits,90721
"March 13, 2021",Exits,58494
"March 14, 2021",Exits,40786
"March 15, 2021",Exits,82699
"March 16, 2021",Exits,85000
"March 17, 2021",Exits,92898
"March 18, 2021",Exits,82747
"March 19, 2021",Exits,91434
"March 20, 2021",Exits,61615
"March 21, 2021",Exits,45576
"March 22, 2021",Exits,85829
"March 23, 2021",Exits,89430
"March 24, 2021",Exits,82339
"March 25, 2021",Exits,92594
"March 26, 2021",Exits,101007
"March 27, 2021",Exits,77248
"March 28, 2021",Exits,37748
"March 29, 2021",Exits,93330
"March 30, 2021",Exits,105584
"March 31, 2021",Exits,87215
"April 1, 2021",Exits,97490
"April 2, 2021",Exits,102957
"April 3, 2021",Exits,85650
"April 4, 2021",Exits,61296
"April 5, 2021",Exits,98453
"April 6, 2021",Exits,101709
"April 7, 2021",Exits,104551
"April 8, 2021",Exits,102499
"April 9, 2021",Exits,98987
"April 10, 2021",Exits,73815
"April 11, 2021",Exits,50003
"April 12, 2021",Exits,91964
"April 13, 2021",Exits,97483
"April 14, 2021",Exits,93914
"April 15, 2021",Exits,102766
"April 16, 2021",Exits,102462
"April 17, 2021",Exits,69653
"April 18, 2021",Exits,49264
"April 19, 2021",Exits,92640
"April 20, 2021",Exits,102756
"April 21, 2021",Exits,97900
"April 22, 2021",Exits,97622
"April 23, 2021",Exits,104571
"April 24, 2021",Exits,64303
"April 25, 2021",Exits,47581
"April 26, 2021",Exits,94184
"April 27, 2021",Exits,102262
"April 28, 2021",Exits,101462
"April 29, 2021",Exits,101327
"April 30, 2021",Exits,106916
"May 1, 2021",Exits,74967
"May 2, 2021",Exits,51968
"May 3, 2021",Exits,93796
"May 4, 2021",Exits,102359
"May 5, 2021",Exits,103688
"May 6, 2021",Exits,108724
"May 7, 2021",Exits,104291
"May 8, 2021",Exits,70175
"May 9, 2021",Exits,47161
"May 10, 2021",Exits,96465
"May 11, 2021",Exits,108178
"May 12, 2021",Exits,112500
"May 13, 2021",Exits,119804
"May 14, 2021",Exits,122458
"May 15, 2021",Exits,90694
"May 16, 2021",Exits,58249
"May 17, 2021",Exits,104712
"May 18, 2021",Exits,112774
"May 19, 2021",Exits,117247
"May 20, 2021",Exits,119331
"May 21, 2021",Exits,129691
"May 22, 2021",Exits,93298
